Geneid,N1,N2,T1,T2,T3,T4
AMZ2P1,0,32,10,8,2,22
ANAPC1,101,43,127,112,152,152
ANAPC10,5,0,24,2,2,18
ANAPC11,0,0,29,64,39,41
ANAPC13,0,9,3,7,2,3
ANAPC15,0,10,15,4,11,13
ANAPC16,4,316,34,331,54,45
ANAPC1P1,0,36,51,14,87,32
ANAPC1P2,0,5,16,0,5,14
ANAPC1P4,0,7,5,16,18,19
ANAPC1P6,0,27,15,21,33,21
ANAPC2,50,0,42,147,9,35
ANAPC4,29,12,59,56,63,54
ANAPC5,39,10,14,21,14,33
ANAPC7,36,0,100,39,92,96
ANG,0,18,16,5,6,14
ANGEL1,16,40,54,27,40,45
ANGEL2,0,49,75,13,61,63
ANGPT1,94,54,50,68,63,34
ANGPT2,28,19,64,355,77,43
ANGPT4,0,9,22,1,9,35
ANGPTL1,0,0,15,20,7,14
ANGPTL2,0,0,7,7,5,23
ANGPTL3,74,1,14,5,18,16
ANGPTL4,8,38,49,58,32,77
ANGPTL5,0,0,24,12,13,10
ANGPTL6,0,37,31,32,9,33
ANGPTL7,0,0,5,0,11,21
ANGPTL8,0,5,29,3,9,17
ANHX,0,0,24,3,0,61
ANK1,53,2,107,50,110,151
ANK3,96,119,123,138,130,97
ANKAR,17,7,45,49,34,38
ANKDD1A,120,32,82,83,77,119
ANKDD1B,18,0,35,33,49,20
ANKEF1,0,0,35,20,22,48
ANKFN1,28,84,85,24,86,70
ANKFY1,13,20,38,29,49,80
ANKH,0,149,45,83,38,49
ANKHD1,0,0,3,0,2,8
ANKHD1-EIF4EBP3,0,0,0,0,1,3
ANKIB1,155,60,82,63,104,87
ANKK1,16,0,30,10,12,36
ANKLE1,0,16,42,9,48,31
ANKLE2,33,26,21,13,19,45
ANKMY1,39,41,25,61,11,53
ANKMY2,3,23,7,19,7,28
ANKRA2,0,56,21,71,22,19
ANKRD1,21,34,10,12,37,12
ANKRD10,38,20,54,76,65,49
ANKRD11,27,299,43,831,25,187
ANKRD12,36,288,233,432,292,204
ANKRD13A,2,59,48,44,51,76
ANKRD13B,0,18,35,74,32,99
ANKRD13C,38,83,73,52,86,77
ANKRD13D,26,61,52,68,16,70
ANKRD16,38,194,26,108,37,30
ANKRD17,21,236,96,913,110,123
ANKRD18A,67,20,40,8,25,19
ANKRD18B,34,28,18,25,41,28
ANKRD18CP,6,29,18,13,23,10
ANKRD18DP,0,0,26,14,21,15
ANKRD19P,0,39,55,73,53,47
ANKRD2,58,0,32,1,16,25
ANKRD20A1,2,0,5,6,6,3
ANKRD20A11P,0,10,29,20,14,11
ANKRD20A12P,0,7,1,10,2,5
ANKRD20A19P,31,7,29,8,28,58
ANKRD20A4-ANKRD20A20P,46,1,31,9,20,24
ANKRD20A5P,0,5,24,27,19,20
ANKRD20A8P_1,0,2,0,1,0,0
ANKRD20A9P,23,49,32,11,29,25
ANKRD22,0,27,23,34,34,20
ANKRD23,40,0,26,33,4,41
ANKRD24,30,0,101,39,109,141
ANKRD26,34,48,77,89,83,103
ANKRD26P1,0,51,27,30,60,39
ANKRD26P3,61,48,31,60,57,41
ANKRD27,29,32,98,42,128,167
ANKRD28,0,49,63,55,103,107
ANKRD29,19,5,31,10,9,37
ANKRD30A,8,13,32,20,38,45
ANKRD30B,42,58,56,93,75,54
ANKRD30BL,19,21,27,57,13,31
ANKRD30BP2,0,26,61,58,90,58
ANKRD30BP3,0,0,9,7,14,20
ANKRD31,0,22,35,20,28,30
ANKRD33,0,31,3,0,10,43
ANKRD33B,0,12,35,43,12,56
ANKRD34A_1,0,0,0,0,0,2
ANKRD34B,0,0,15,6,7,11
ANKRD34C,0,0,7,12,4,20
ANKRD34C-AS1,0,0,1,4,4,23
ANKRD35,0,0,8,1,2,2
ANKRD35_1,0,14,10,13,28,10
ANKRD36,36,32,46,129,67,93
ANKRD36B,32,27,27,83,9,38
ANKRD36BP2,50,0,15,0,7,2
ANKRD36C,61,134,71,125,107,101
ANKRD37,17,15,1,1,9,4
ANKRD39,0,0,21,7,19,18
ANKRD40,56,15,59,41,48,59
ANKRD40CL,0,0,10,0,12,10
ANKRD42,8,74,97,65,62,64
ANKRD44,1,71,74,110,58,66
ANKRD44-AS1,42,0,22,18,10,0
ANKRD44-IT1,0,355,15,187,7,14
ANKRD45,0,0,18,0,13,24
ANKRD46,0,21,38,35,55,41
ANKRD49,18,21,10,71,12,16
ANKRD50,0,89,11,7,7,34
ANKRD52,10,56,98,71,73,124
ANKRD53_1,0,0,0,0,0,2
ANKRD54,24,74,89,40,73,68
ANKRD55,0,7,53,5,32,44
ANKRD6,93,78,35,15,20,51
ANKRD60,0,0,29,15,27,23
ANKRD61,13,49,10,14,8,5
ANKRD62,36,43,13,22,43,18
ANKRD62P1-PARP4P3,0,24,20,24,28,13
ANKRD63,0,0,4,3,0,10
ANKRD65,0,0,10,0,1,9
ANKRD66,49,0,6,7,5,7
ANKRD7,0,0,15,2,11,8
ANKRD9,0,114,19,74,6,32
ANKS1A,46,10,46,13,42,97
ANKS1B,74,11,77,69,55,89
ANKS3,5,0,45,35,16,81
ANKS4B,0,72,34,16,65,41
ANKS6,20,9,22,26,38,39
ANKUB1,0,12,12,7,36,11
ANKZF1,24,28,10,7,6,39
ANLN,87,59,72,54,66,64
ANO1,102,45,75,10,45,56
ANO1_1,4,0,0,0,0,0
ANO10,13,3,31,22,30,56
ANO2,30,0,58,14,37,68
ANO3,37,27,57,29,67,51
ANO3-AS1,0,0,0,0,1,2
ANO4,24,34,31,18,38,27
ANO5,85,43,79,85,87,53
ANO6,71,6,64,46,49,76
ANO7,36,11,35,18,18,87
ANO8,42,18,70,26,12,83
ANO9,0,0,25,30,13,37
ANOS1,0,30,28,10,34,40
ANP32A,31,7,9,18,3,17
ANP32A-IT1,29,49,1,9,5,30
ANP32AP1,20,4,1,0,1,21
ANP32B,0,667,16,1542,37,42
ANP32C,0,0,7,4,6,6
ANP32D,0,0,2,6,4,8
ANP32E,8,24,9,10,16,4
ANP32E_1,0,0,1,6,5,0
ANPEP,66,0,64,15,44,83
ANTKMT,0,0,0,13,0,20
ANTXR1,0,30,39,32,63,43
ANTXR2,84,82,73,68,101,65
ANTXRL,0,0,0,0,0,2
ANTXRL_1,1,0,1,0,0,0
ANTXRLP1,1,0,0,0,0,0
ANXA1,112,55,15,26,19,12
ANXA10,42,0,43,4,26,22
ANXA11,70,63,49,291,76,171
ANXA13,0,0,10,14,25,7
ANXA2,125,90,37,85,55,80
ANXA2P1,0,0,0,2,1,15
ANXA2P2,0,0,4,0,1,3
ANXA2P3,0,0,6,8,13,1
ANXA2R,0,29,32,47,35,29
ANXA3,15,0,19,2,31,23
ANXA4,84,32,86,41,59,70
ANXA5,28,31,30,28,42,41
ANXA6,23,42,40,79,22,124
ANXA7,13,30,38,25,46,51
ANXA8L1_1,0,0,8,3,0,21
ANXA9,0,1,32,42,19,46
AOAH,40,7,21,45,59,56
AOAH-IT1,0,0,4,0,0,6
AOC1,0,0,26,11,11,26
AOC2,0,0,20,15,7,43
AOC3,0,27,62,20,66,76
AOC4P,0,25,4,0,3,33
AOPEP,31,61,90,23,82,88
AOX1,91,15,72,37,58,65
AOX3P-AOX2P,23,29,37,66,76,78
AP1AR,0,13,36,29,40,46
AP1B1,59,29,54,44,29,92
AP1B1P1,0,0,14,0,3,14
AP1G1,162,65,80,61,142,96
AP1G2,0,0,12,9,5,34
AP1M1,157,130,107,145,125,160
AP1M2,0,6,112,16,60,99
AP1S1,0,3,12,66,22,26
AP1S2,32,33,32,12,33,12
AP1S3,28,44,60,63,46,40
AP2A1,0,24,40,26,5,89
AP2A2,39,18,18,108,9,73
AP2B1,15,10,42,118,40,90
AP2M1,1,3,31,160,18,50
AP2S1,15,28,51,704,39,71
AP3B1,46,42,21,109,24,43
AP3B2,32,23,95,19,14,91
AP3D1,2,729,52,2108,9,170
AP3M1,94,6,18,9,23,39
AP3M2,77,0,39,47,35,29
AP3S1,0,73,46,52,23,27
AP3S2,0,0,15,9,0,19
AP4B1,0,25,28,10,46,46
AP4B1-AS1,0,0,2,9,15,11
AP4E1,42,38,66,40,49,63
AP4M1,0,40,69,104,74,74
AP4S1,17,196,64,82,72,58
AP5B1,0,42,45,163,34,78
AP5M1,0,78,16,27,36,40
AP5S1,1,48,70,95,50,57
AP5Z1,0,33,29,90,24,97
APAF1,71,84,68,60,93,84
APBA1,0,0,7,16,2,35
APBA1_1,0,0,0,0,3,0
APBA2,0,0,21,7,7,52
APBA3,0,0,20,18,8,71
APBB1,18,14,47,6,11,95
APBB1IP,37,54,75,93,83,63
APBB2,0,62,39,40,67,85
APBB3,12,6,24,1,12,35
APC,66,20,46,22,50,97
APC2,0,29,53,37,11,90
APCDD1,0,7,21,21,19,13
APCDD1L,0,0,44,31,26,79
APCDD1L-DT,21,0,9,18,18,31
APCS,0,0,1,0,0,2
APEH,0,8,18,10,3,50
APELA,33,0,17,34,21,23
APEX1,0,0,11,2,2,35
APEX2,0,25,17,32,23,28
APH1A,0,0,2,0,3,3
APH1B,60,31,47,44,68,67
API5,27,23,58,15,31,55
APIP,0,26,9,7,5,3
APLF,0,5,9,1,5,10
APLN,0,9,5,5,9,12
APLNR,104,0,3,79,7,41
APLP1,41,9,59,14,79,102
APLP2,403,277,124,104,105,277
APMAP,0,0,9,11,1,18
APOA1,0,20,1,25,0,9
APOA1-AS,0,0,9,9,13,5
APOA2,0,0,5,0,3,7
APOA4,52,0,5,0,2,14
APOA5,0,0,11,0,0,12
APOB,17,18,41,17,35,37
APOBEC1,0,13,18,6,22,27
APOBEC2,0,14,11,14,41,33
APOBEC3A,0,0,27,21,6,17
APOBEC3A_B,0,0,5,0,2,16
APOBEC3B,0,0,16,2,9,33
APOBEC3C,0,292,56,254,55,46
APOBEC3D,20,5,64,37,68,67
APOBEC3F,24,93,102,42,80,113
APOBEC3G,57,10,38,16,11,69
APOBEC3H,0,0,31,17,31,49
APOBEC4,0,0,6,0,5,3
APOBR,0,0,20,14,11,80
APOC1,0,6,25,25,17,34
APOC1P1,46,27,23,12,17,23
APOC3,0,0,17,11,6,17
APOC4-APOC2,0,0,17,2,10,2
APOD,0,32,50,73,35,13
APOE,0,72,57,972,9,73
APOF,28,12,5,14,27,25
APOH,0,18,18,11,26,10
APOL1,29,133,40,207,50,54
APOL2,0,0,14,29,42,37
APOL3,0,7,22,31,7,16
APOL4,0,8,18,3,17,17
APOL5,0,0,25,15,48,41
APOL6,3,363,63,751,54,44
APOLD1,30,20,36,87,41,55
APOM,0,0,0,0,1,0
APOO,0,32,25,10,14,11
APOOL,26,47,44,51,52,39
APOOP5,0,9,28,3,32,11
APP,650,269,95,185,69,194
APPBP2,11,37,81,63,71,57
APPL1,47,63,54,51,32,57
APPL2,22,28,42,17,40,36
APRT,0,30,7,40,1,4
APTR,4,6,24,21,28,41
APTX,28,60,61,47,67,39
AQP1,162,190,23,94,9,30
AQP10,0,0,26,1,16,19
AQP11,0,0,3,8,4,7
AQP12A,0,0,0,0,0,1
AQP12B,13,0,0,5,0,1
AQP2,13,0,15,0,0,18
AQP3,26,3,13,10,10,35
AQP4,0,0,10,2,6,22
AQP4-AS1,12,29,16,8,20,16
AQP5,39,22,3,3,4,5
AQP6,0,0,13,1,0,17
AQP7,49,4,85,52,36,57
AQP7P1,54,28,15,0,11,42
AQP7P3,0,0,5,1,22,8
AQP8,0,0,37,13,15,57
AQP9,16,0,4,4,3,17
AQR,156,42,171,148,182,138
AR,145,86,89,98,87,121
ARAF,15,22,5,344,11,70
ARAP1,0,1,64,49,15,140
ARAP1-AS2,0,0,2,0,0,3
ARAP2,47,60,68,47,64,72
ARAP3,0,6,49,31,46,98
ARC,0,3,9,0,1,13
ARCN1,0,4,0,1,0,2
AREG,0,1,2,4,3,2
AREL1,27,33,107,56,84,116
ARF1,0,28,6,21,0,48
ARF3,49,0,34,22,1,36
ARF4,20,6,19,13,16,35
ARF4-AS1,0,26,29,11,36,21
ARF5,0,13,13,38,24,17
ARF6,0,27,77,48,55,77
ARFGAP1,5,18,22,385,14,71
ARFGAP2,0,9,44,148,67,91
ARFGAP3,26,78,22,22,28,63
ARFGEF1,35,77,40,53,45,76
ARFGEF1-DT,0,47,67,41,81,53
ARFGEF2,31,111,96,54,149,114
ARFGEF3,0,68,105,76,114,134
ARFIP1,19,46,38,22,32,27
ARFIP2,0,0,6,6,1,30
ARFRP1,0,17,2,104,0,33
ARG1,33,0,4,0,3,4
ARG2,14,0,10,16,6,24
ARGFX,67,60,34,32,100,58
ARGFXP2,24,53,45,42,23,17
ARGLU1,37,73,58,244,71,54
ARHGAP1,0,14,53,45,9,73
ARHGAP10,32,56,46,112,69,66
ARHGAP11A,0,14,6,13,5,20
ARHGAP11B,16,0,8,6,24,19
ARHGAP12,0,21,11,69,45,36
ARHGAP15,16,7,6,41,37,46
ARHGAP17,0,0,85,28,54,64
ARHGAP18,4,60,54,92,95,58
ARHGAP19,0,0,6,6,17,26
ARHGAP19-SLIT1,0,0,5,0,0,0
ARHGAP20,68,49,55,39,25,54
ARHGAP21,55,41,66,43,68,54
ARHGAP22,32,0,40,60,28,53
ARHGAP22-IT1,26,0,3,3,0,22
ARHGAP23,0,3,0,0,3,1
ARHGAP24,74,31,62,78,57,68
ARHGAP25,0,0,9,25,32,46
ARHGAP26,23,302,85,1084,62,143
ARHGAP26-AS1,37,0,21,8,26,27
ARHGAP26-IT1,0,0,0,3,0,10
ARHGAP27,0,1,2,1,2,20
ARHGAP27_1,0,0,0,0,0,3
ARHGAP27P1,0,0,11,91,9,29
ARHGAP27P1-BPTFP1-KPNA2P3,3,24,31,26,43,26
ARHGAP28,105,54,24,14,36,26
ARHGAP29,54,57,38,113,57,57
ARHGAP30,56,41,48,66,50,88
ARHGAP31,2,22,61,37,24,85
ARHGAP31-AS1,0,0,1,1,0,2
ARHGAP32,39,38,69,78,75,67
ARHGAP33,26,0,29,23,4,86
ARHGAP35,132,24,51,41,12,129
ARHGAP36,30,0,67,12,24,49
ARHGAP39,55,8,33,20,24,62
ARHGAP4,0,0,5,3,3,4
ARHGAP40,0,7,40,20,41,58
ARHGAP42,58,16,62,58,64,45
ARHGAP42-AS1,0,0,20,2,6,7
ARHGAP44,94,12,74,15,92,150
ARHGAP45,66,62,75,59,48,144
ARHGAP5,35,47,44,130,48,50
ARHGAP5-AS1,0,0,2,0,1,0
ARHGAP6,41,69,92,41,77,113
ARHGAP8,0,0,3,0,1,5
ARHGAP9,67,28,41,57,36,64
ARHGDIA,0,51,7,257,0,59
ARHGDIB,21,1,12,31,7,26
ARHGDIG,0,0,4,7,0,6
ARHGEF1,0,0,2,0,1,10
ARHGEF1_1,0,0,2,0,0,5
ARHGEF10,10,35,53,12,46,60
ARHGEF10L,25,0,34,37,22,119
ARHGEF11,91,75,151,113,233,172
ARHGEF12,65,83,120,142,145,173
ARHGEF15,4,3,61,137,21,67
ARHGEF16,98,35,9,0,4,19
ARHGEF17,0,0,22,20,5,68
ARHGEF18,83,91,153,123,124,215
ARHGEF19,91,7,32,19,8,51
ARHGEF2,10,18,125,98,83,201
ARHGEF25,3,8,40,12,20,40
ARHGEF26,22,60,65,88,58,70
ARHGEF26-AS1,0,0,8,15,17,7
ARHGEF28,37,30,77,62,69,75
ARHGEF3,42,94,102,71,96,139
ARHGEF33,0,0,25,21,27,19
ARHGEF34P,52,0,8,16,1,13
ARHGEF35,0,3,14,1,7,4
ARHGEF35-AS1,0,0,1,1,2,0
ARHGEF37,62,9,33,4,15,32
ARHGEF38,0,48,58,40,55,29
ARHGEF38-IT1,0,0,3,0,0,3
ARHGEF39,35,0,28,35,4,28
ARHGEF3-AS1,0,0,0,0,0,3
ARHGEF4,58,2,41,13,9,93
ARHGEF40,59,14,60,20,44,102
ARHGEF5,1,0,6,11,6,25
ARHGEF6,5,65,46,60,66,85
ARHGEF7,0,24,88,35,96,89
ARHGEF7-AS1,0,0,2,0,0,3
ARHGEF7-AS2,0,0,1,0,0,8
ARHGEF9_1,0,1,0,2,2,0
ARID1A,79,52,128,195,142,171
ARID1B,49,83,106,122,120,161
ARID2,21,37,70,31,50,73
ARID3A,0,62,90,123,93,152
ARID3B,0,0,66,0,23,57
ARID3C,0,7,25,16,7,22
ARID4A,70,160,93,282,98,99
ARID4B,17,121,41,279,49,100
ARID5A,15,21,50,43,15,17
ARID5B,34,77,85,300,102,85
ARIH1,116,304,203,358,207,202
ARIH2,79,12,91,85,123,98
ARIH2OS,35,15,10,0,18,23
ARL1,38,21,24,13,32,23
ARL10,45,353,45,120,81,71
ARL11,0,0,18,29,2,22
ARL13A,0,8,1,3,3,8
ARL13B,56,22,22,129,36,24
ARL14,0,0,1,0,4,0
ARL14EP,0,22,42,42,10,40
ARL14EPL,0,0,14,7,6,11
ARL15,24,31,39,18,35,11
ARL16,0,18,27,36,15,21
ARL17A,1,2,7,5,0,2
ARL17A_2,0,0,1,0,2,4
ARL17B,17,25,48,92,39,25
ARL2,0,28,2,436,8,6
ARL2BP,17,48,33,15,44,25
ARL2-SNX15,0,0,1,0,0,4
ARL3,33,64,40,24,46,28
ARL4A,0,41,33,37,35,16
ARL4C,0,115,51,64,32,27
ARL4D,4,0,16,4,21,44
ARL5A,25,38,30,119,37,30
ARL5B,12,10,24,9,31,32
ARL5C,0,3,48,20,22,34
ARL6,0,50,32,21,48,16
ARL6IP1,80,24,13,45,18,56
ARL6IP4,24,198,8,525,1,42
ARL6IP5,0,30,20,6,11,6
ARL6IP6,13,17,36,20,19,69
ARL8A,8,15,33,20,12,53
ARL8B,0,10,29,26,23,39
ARL9,0,12,6,30,1,33
ARLNC1,24,14,25,20,11,21
ARMC1,7,19,18,77,22,32
ARMC10,0,19,25,60,16,15
ARMC12,0,0,49,17,49,22
ARMC2,8,0,33,16,19,29
ARMC2-AS1,0,0,8,0,2,9
ARMC3,35,0,21,13,20,9
ARMC5,0,13,36,52,17,87
ARMC6,0,0,63,30,23,55
ARMC7,41,7,40,30,9,46
ARMC8,0,35,96,54,73,55
ARMC9,53,129,132,47,92,136
ARMCX1_1,2,0,3,0,0,0
ARMCX2_1,1,0,0,4,0,10
ARMCX3,2,0,0,1,0,0
ARMCX4,0,2,1,2,5,1
ARMCX5,0,9,15,6,18,10
ARMCX5-GPRASP2,37,15,16,6,10,17
ARMCX6,0,0,0,1,0,0
ARMCX6_1,0,0,0,1,0,0
ARMH1,55,0,30,14,29,66
ARMH2,0,0,2,8,0,9
ARMH3,34,72,106,42,86,68
ARMH4,0,28,27,19,35,49
ARMS2,0,0,5,9,24,19
ARMT1,0,0,2,7,0,5
ARNT,18,72,107,89,133,142
ARNT2,54,1,16,8,18,57
ARNTL,10,24,17,15,12,23
ARNTL2,62,66,44,13,61,86
ARNTL2-AS1,0,0,1,0,7,3
ARPC1A,0,15,77,33,93,73
ARPC1B,93,37,35,37,38,59
ARPC2,28,50,47,217,69,46
ARPC3,0,23,11,9,16,31
ARPC4,11,68,19,1006,40,31
ARPC4-TTLL3,0,0,0,0,0,2
ARPC5,58,60,26,15,28,54
ARPC5L,85,7,47,10,20,16
ARPIN,8,338,62,326,43,35
ARPP19,59,36,92,83,125,94
ARPP21,57,47,43,63,91,86
ARR3,18,0,17,24,10,15
ARRB1,0,0,69,124,66,116
ARRB2,31,15,38,21,11,63
ARRDC1,9,0,13,50,3,50
ARRDC1-AS1,0,17,19,8,9,28
ARRDC2,1,21,35,14,11,40
ARRDC3,25,19,67,54,70,52
ARRDC3-AS1,5,9,10,2,1,3
ARRDC4,0,0,13,2,14,26
ARRDC5,0,8,32,32,44,52
ARSA,9,0,22,51,7,31
ARSB,73,39,30,17,44,54
ARSD,7,307,62,94,92,117
ARSF,34,46,72,16,82,41
ARSG,6,30,49,26,46,58
ARSG_1,0,0,2,3,3,0
ARSH,51,10,31,17,35,25
ARSI,0,0,4,1,0,6
ARSJ,20,33,68,54,77,49
ARSK,81,22,46,4,30,23
ARSL,67,62,107,42,101,62
ART1,48,0,4,5,9,26
ART3,0,0,27,32,41,50
ART4,37,21,34,23,33,16
ART5,0,0,13,15,18,27
ARTN,0,0,3,10,2,11
ARV1,0,15,13,3,11,29
ARVCF,37,8,4,11,4,47
ARX,0,171,43,15,21,56
AS3MT,0,4,30,37,11,28
ASAH1,0,0,34,11,33,103
ASAH2,19,0,22,7,6,7
ASAH2B,0,0,0,10,0,3
ASAP1,64,57,97,144,110,111
ASAP1-IT1,13,7,0,11,16,20
ASAP1-IT2,4,25,34,17,46,46
ASAP2,0,30,46,41,48,66
ASAP3,0,26,67,122,36,117
ASB1,0,31,42,17,40,68
ASB10,0,0,7,0,2,6
ASB11,30,45,43,35,40,25
ASB12,0,0,4,0,2,10
ASB13,0,31,36,41,5,62
ASB14,34,0,29,23,17,22
ASB15,48,39,39,44,96,49
ASB15-AS1,0,12,9,10,11,4
ASB16,18,8,16,8,23,29
ASB16-AS1,0,17,47,37,52,50
ASB17,0,32,18,0,11,5
ASB18,0,2,49,25,23,46
ASB2,5,20,16,9,7,21
ASB3,0,0,16,12,5,14
ASB4,29,11,22,10,25,21
ASB5,0,9,20,14,25,5
ASB6,10,21,40,16,28,22
ASB7,5,0,20,18,16,19
ASB8,0,25,24,78,51,17
ASB9,0,3,5,0,10,17
ASB9P1,38,3,29,18,47,27
ASCC1,36,0,60,75,68,79
ASCC2,36,42,116,47,134,84
ASCC3,66,58,70,59,71,87
ASCL1,0,0,35,6,42,16
ASCL2,0,0,10,0,2,14
ASCL3,10,0,16,8,10,19
ASCL4,0,0,0,0,1,3
ASCL5,0,0,9,11,19,13
ASF1A,0,13,2,0,0,2
ASF1B,7,0,51,8,58,56
ASGR1,0,4,46,9,38,73
ASGR2,0,0,44,29,27,61
ASH1L,74,84,105,106,136,237
ASH1L-AS1,38,0,5,17,1,13
ASH2L,89,139,81,39,51,73
ASIC1,5,21,46,19,1,62
ASIC2,5,11,38,19,26,30
ASIC3,0,0,9,10,4,22
ASIC4,3,0,4,12,16,32
ASIC5,0,0,0,0,3,1
ASIC5_1,3,0,0,0,0,0
ASIP,0,43,44,16,84,54
ASL,6,0,130,102,81,143
ASMT_1,0,0,0,2,2,0
ASMTL_1,0,0,0,1,1,0
ASMTL-AS1_1,0,1,1,10,3,5
ASNS,0,21,7,5,5,12
ASNSD1,0,12,9,13,8,7
ASNSP1,14,1,25,8,11,17
ASPA,10,18,47,62,38,29
ASPDH,0,0,9,7,2,9
ASPG,0,37,43,36,9,45
ASPH,62,145,75,209,113,79
ASPHD1,42,14,53,18,25,55
ASPHD2,0,4,14,0,9,15
ASPM,81,75,25,76,56,73
ASPN,0,10,22,27,21,13
ASPRV1,10,27,62,148,30,40
ASPSCR1,37,9,22,104,20,81
AS-PTPRE,7,0,4,0,0,1
ASRGL1,39,14,30,96,33,51
ASS1,10,37,45,33,47,63
ASTE1,0,0,10,5,11,22
ASTL,11,0,6,0,1,13
ASTN1,0,0,45,35,43,45
ASTN2,28,114,127,92,119,92
ASTN2-AS1,20,4,50,11,22,12
ASXL1,64,0,50,67,30,78
ASXL2,52,88,132,76,128,168
ASXL3,71,72,87,84,174,76
ASZ1,51,20,29,11,27,16
ATAD1,13,13,54,11,43,65
ATAD2,15,111,70,37,62,57
ATAD2B,7,112,101,127,124,135
ATAD3A,39,24,55,39,34,89
ATAD3B,0,63,72,71,66,88
ATAD3C,33,153,65,92,94,71
ATAD5,0,89,95,60,116,90
ATCAY,34,29,92,54,88,128
ATE1,0,27,46,35,33,29
ATE1-AS1,0,0,4,9,4,4
ATF1,10,0,8,13,8,21
ATF2,48,40,26,55,53,47
ATF3,0,17,6,103,5,8
ATF4,0,10,10,36,2,91
ATF5,0,22,54,66,59,112
ATF6,0,107,66,235,115,77
ATF6B,0,0,0,0,0,1
ATF6B_1,0,0,0,0,0,7
ATF6B_2,0,0,2,7,0,3
ATF6B_3,0,0,0,0,0,2
ATF7,21,0,15,18,8,50
ATF7IP,59,67,136,105,92,98
ATF7IP2,19,33,45,27,53,63
ATG10,33,22,38,45,55,27
ATG101,10,9,16,101,15,55
ATG12,32,124,37,121,36,24
ATG13,39,26,120,69,108,120
ATG14,17,73,34,38,15,37
ATG16L1,11,51,58,29,58,117
ATG16L2,0,0,21,9,10,72
ATG2A,0,33,92,85,44,167
ATG2B,64,75,73,53,84,122
ATG3,0,92,18,32,45,50
ATG4A,38,0,7,12,17,18
ATG4B,42,8,27,194,12,45
ATG4C,19,26,46,21,56,19
ATG4D,39,0,20,13,36,59
ATG5,0,3,22,5,15,26
ATG7,0,20,53,57,48,95
ATG9A,4,0,10,23,6,56
ATG9B,0,30,39,12,13,48
ATIC,7,26,29,54,35,68
ATL1,0,1,19,21,12,41
ATL2,66,32,84,50,69,69
ATL3,70,56,74,100,97,65
ATM,49,1498,196,553,165,258
ATMIN,31,36,30,16,16,43
ATN1_1,0,0,1,0,0,1
ATOH1,0,0,20,9,0,3
ATOH7,0,1,1,9,3,5
ATOH8,0,17,9,98,3,15
ATOX1,0,1,11,129,2,8
ATP10A,0,17,26,39,31,60
ATP10B,48,59,47,71,92,32
ATP10D,11,0,43,41,48,48
ATP11A,34,5,55,26,35,80
ATP11A-AS1,35,0,16,11,29,29
ATP11AUN,14,0,2,15,5,9
ATP11B,49,69,34,43,41,62
ATP11C,52,97,96,78,105,92
ATP12A,0,11,30,12,28,91
ATP13A1,0,0,75,119,45,165
ATP13A2,0,19,88,50,46,117
ATP13A3,38,94,126,129,154,92
ATP13A4,47,24,61,33,98,61
ATP13A4-AS1,0,0,2,4,1,9
ATP13A5,72,3,9,14,13,31
ATP13A5-AS1,0,0,0,0,0,2
ATP1A1,72,67,58,20,88,142
ATP1A1-AS1,0,2,7,5,2,8
ATP1A2,27,0,55,32,16,64
ATP1A3,5,0,1,2,4,8
ATP1A3_1,1,0,0,0,0,0
ATP1A4,0,27,49,21,53,48
ATP1B1,109,12,27,28,48,19
ATP1B2,9,47,105,87,73,77
ATP1B3,55,27,19,42,31,31
ATP1B4,0,14,42,16,26,29
ATP23,0,0,1,3,1,1
ATP23_1,0,0,2,0,5,3
ATP2A1,0,3,101,35,50,115
ATP2A1-AS1,0,0,2,2,0,4
ATP2A2,16,0,41,16,56,157
ATP2A3,0,0,101,95,85,126
ATP2B1,92,155,72,452,45,58
ATP2B1-AS1,38,41,24,12,25,23
ATP2B2,90,56,94,49,80,61
ATP2B2-IT2,0,12,1,0,0,1
ATP2B3_1,4,8,3,2,1,4
ATP2B4,48,84,132,267,171,108
ATP2C1,38,36,85,62,79,60
ATP2C2,13,12,68,9,45,41
ATP2C2-AS1,0,0,10,11,10,20
ATP4A,0,7,32,23,8,71
ATP4B,0,28,0,1,5,23
ATP5F1A,145,64,122,91,213,123
ATP5F1B,28,13,53,18,47,72
ATP5F1C,0,0,27,16,19,16
ATP5F1D,20,170,4,1247,4,15
ATP5F1E,3,0,5,0,1,3
ATP5IF1,0,0,23,1,12,31
ATP5MC1,0,18,22,66,6,20
ATP5MC2,55,18,58,95,24,57
ATP5MC3,22,4,5,5,7,24
ATP5MD,16,22,5,4,4,19
ATP5ME,0,61,3,78,11,10
ATP5MF,8,21,21,17,2,22
ATP5MG,0,11,0,1,0,0
ATP5MGL,0,26,30,10,21,28
ATP5MPL,0,0,20,5,20,25
ATP5PB,0,37,13,52,15,26
ATP5PD,38,0,6,6,6,10
ATP5PF,24,0,1,20,13,14
ATP5PO,0,33,1,14,6,12
ATP6AP1,0,0,0,0,0,7
ATP6AP1_1,0,0,2,0,0,9
ATP6AP1L,37,36,73,46,83,43
ATP6AP2,66,3,18,22,12,28
ATP6V0A1,38,130,99,421,77,129
ATP6V0A2,26,66,111,31,94,81
ATP6V0A4,68,9,79,32,121,89
ATP6V0B,14,0,0,35,1,54
ATP6V0C,0,0,1,43,1,30
